date,timestamp,temperature,temperature_max,temperature_min,humidity,dew,windspeed,wind_direction,wind_rec,windspeed_max,windspeed_max_direction,temperature_feeling,heat_index,thw_index,pressure,rain,rain_intensity,heat_degrees,cold_degrees,temperature_interior,humidity_interior,dew_interior,heat_index_interior,air_density_interior,wind_direction_degrees,tx_wind,iss_reception,arc_interior
2024-07-04,2024-07-04 00:15:00,18.7,18.8,18.6,91,17.2,0.0,NNE,0.0,4.8,NNE,18.7,19.3,19.3,1013.1,0.0,0.0,0.0,0.003,25.8,60,17.4,26.3,10.81,1.1582,349,1,100.0
2024-07-04,2024-07-04 00:30:00,18.8,18.8,18.7,90,17.1,1.6,NE,0.4,4.8,NNE,18.8,19.4,19.4,1013.0,0.0,0.0,0.0,0.005,25.8,61,17.7,26.4,10.98,1.1576,349,1,100.0
2024-07-04,2024-07-04 00:45:00,18.6,18.7,18.4,91,17.1,0.0,,0.0,0.0,,18.6,19.2,19.2,1013.1,0.0,0.0,0.0,0.002,25.8,60,17.4,26.3,10.81,1.1581,352,1,100.0
2024-07-04,2024-07-04 01:00:00,18.4,18.4,18.3,91,16.9,0.0,,0.0,0.0,,18.4,19.0,19.0,1013.0,0.0,0.0,0.0,0.001,25.7,61,17.6,26.2,10.99,1.1582,350,1,100.0
2024-07-04,2024-07-04 01:15:00,18.3,18.4,18.2,91,16.8,0.0,NE,0.0,1.6,NE,18.3,18.8,18.8,1013.1,0.0,0.0,0.001,0.0,25.6,61,17.5,26.1,10.99,1.1589,350,1,100.0
2024-07-04,2024-07-04 01:30:00,18.2,18.2,18.2,91,16.7,0.0,NE,0.0,3.2,NE,18.2,18.7,18.7,1013.0,0.0,0.0,0.002,0.0,25.4,61,17.4,26.0,10.99,1.1593,350,1,100.0
2024-07-04,2024-07-04 01:45:00,18.2,18.2,18.1,92,16.8,0.0,NE,0.0,1.6,NE,18.2,18.7,18.7,1012.8,0.0,0.0,0.002,0.0,25.4,61,17.3,25.9,11.0,1.1594,352,1,100.0
2024-07-04,2024-07-04 02:00:00,18.2,18.3,18.2,92,16.9,0.0,NE,0.0,3.2,NE,18.2,18.8,18.8,1012.8,0.0,0.0,0.001,0.0,25.3,61,17.2,25.8,11.0,1.16,351,1,100.0
2024-07-04,2024-07-04 02:15:00,18.3,18.3,18.1,92,17.0,0.0,NE,0.0,1.6,NE,18.3,18.9,18.9,1012.8,0.0,0.0,0.001,0.0,25.2,61,17.1,25.7,11.0,1.1606,351,1,100.0
2024-07-04,2024-07-04 02:30:00,17.9,18.1,17.8,92,16.6,0.0,NE,0.0,1.6,NE,17.9,18.4,18.4,1012.8,0.0,0.0,0.004,0.0,25.1,61,17.1,25.6,11.01,1.1609,351,1,100.0
2024-07-04,2024-07-04 02:45:00,17.7,17.8,17.6,92,16.4,0.0,NE,0.0,1.6,NE,17.7,18.2,18.2,1012.9,0.0,0.0,0.007,0.0,25.1,61,17.0,25.6,11.01,1.1613,351,1,100.0
2024-07-04,2024-07-04 03:00:00,17.6,17.7,17.6,93,16.5,0.0,NE,0.0,3.2,NE,17.6,18.1,18.1,1012.8,0.0,0.0,0.008,0.0,24.9,61,16.9,25.4,11.01,1.1617,351,1,100.0
2024-07-04,2024-07-04 03:15:00,17.7,17.7,17.7,93,16.5,0.0,NE,0.0,3.2,NE,17.7,18.2,18.2,1012.8,0.0,0.0,0.007,0.0,24.9,61,16.9,25.4,11.01,1.1621,351,1,100.0
2024-07-04,2024-07-04 03:30:00,17.7,17.8,17.7,93,16.6,0.0,NE,0.0,3.2,NE,17.7,18.2,18.2,1012.9,0.0,0.0,0.006,0.0,24.8,61,16.8,25.3,11.02,1.1625,350,1,100.0
2024-07-04,2024-07-04 03:45:00,17.7,17.7,17.6,93,16.5,1.6,NE,0.4,6.4,NE,17.7,18.2,18.2,1013.0,0.0,0.0,0.007,0.0,24.8,61,16.7,25.3,11.02,1.1628,351,1,100.0
2024-07-04,2024-07-04 04:00:00,17.6,17.6,17.5,93,16.4,1.6,NE,0.4,4.8,NE,17.6,18.1,18.1,1013.1,0.0,0.0,0.008,0.0,24.7,61,16.7,25.2,11.02,1.1633,352,1,100.0
2024-07-04,2024-07-04 04:15:00,17.4,17.5,17.3,93,16.2,1.6,NE,0.4,3.2,NE,17.4,17.8,17.8,1013.2,0.0,0.0,0.01,0.0,24.7,61,16.6,25.1,11.02,1.1637,350,1,100.0
2024-07-04,2024-07-04 04:30:00,17.2,17.3,17.2,94,16.2,1.6,NE,0.4,3.2,NE,17.2,17.6,17.6,1013.5,0.0,0.0,0.012,0.0,24.6,61,16.5,25.0,11.03,1.1646,351,1,100.0
2024-07-04,2024-07-04 04:45:00,17.2,17.2,17.2,94,16.2,1.6,NE,0.4,3.2,NE,17.2,17.7,17.7,1013.4,0.0,0.0,0.012,0.0,24.5,62,16.7,25.0,11.23,1.1645,351,1,100.0
2024-07-04,2024-07-04 05:00:00,17.3,17.3,17.2,94,16.3,1.6,NE,0.4,3.2,NE,17.3,17.7,17.7,1013.5,0.0,0.0,0.011,0.0,24.4,62,16.7,24.9,11.23,1.1648,351,1,100.0
2024-07-04,2024-07-04 05:15:00,17.3,17.4,17.3,94,16.4,1.6,NE,0.4,3.2,NE,17.3,17.8,17.8,1013.5,0.0,0.0,0.01,0.0,24.4,61,16.4,24.9,11.03,1.1652,351,1,100.0
2024-07-04,2024-07-04 05:30:00,17.4,17.4,17.3,94,16.4,0.0,NE,0.0,3.2,NE,17.4,17.8,17.8,1013.8,0.0,0.0,0.01,0.0,24.5,61,16.5,24.9,11.03,1.1652,350,1,100.0
2024-07-04,2024-07-04 05:45:00,17.4,17.4,17.4,94,16.5,0.0,NE,0.0,3.2,NE,17.4,17.9,17.9,1013.9,0.0,0.0,0.009,0.0,24.5,61,16.5,24.9,11.03,1.1654,351,1,100.0
2024-07-04,2024-07-04 06:00:00,17.5,17.6,17.4,94,16.5,0.0,NE,0.0,3.2,NE,17.5,18.0,18.0,1014.2,0.0,0.0,0.009,0.0,24.6,61,16.6,25.1,11.02,1.1651,352,1,100.0
2024-07-04,2024-07-04 06:15:00,17.4,17.5,17.4,94,16.5,0.0,NE,0.0,1.6,NE,17.4,17.9,17.9,1014.3,0.0,0.0,0.009,0.0,24.7,61,16.6,25.1,11.02,1.1649,351,1,100.0
2024-07-04,2024-07-04 06:30:00,17.9,18.3,17.4,95,17.1,1.6,NE,0.4,4.8,NE,17.9,18.4,18.4,1014.3,0.0,0.0,0.005,0.0,24.9,61,16.9,25.4,11.01,1.1638,349,1,100.0
2024-07-04,2024-07-04 06:45:00,18.4,18.6,18.3,94,17.4,1.6,E,0.4,9.7,E,18.4,19.1,19.1,1014.5,0.0,0.0,0.0,0.001,25.3,61,17.2,25.8,11.0,1.162,351,1,100.0
2024-07-04,2024-07-04 07:00:00,18.8,18.9,18.6,91,17.3,1.6,E,0.4,8.0,ESE,18.8,19.6,19.6,1014.7,0.0,0.0,0.0,0.005,25.6,60,17.3,26.1,10.83,1.1608,350,1,100.0
2024-07-04,2024-07-04 07:15:00,19.1,19.3,18.9,89,17.2,4.8,ENE,1.21,11.3,ENE,19.1,19.8,19.8,1014.8,0.0,0.0,0.0,0.008,25.9,60,17.5,26.4,10.81,1.1595,350,1,100.0
2024-07-04,2024-07-04 07:30:00,19.7,19.9,19.3,86,17.3,3.2,NE,0.8,8.0,ENE,19.7,20.4,20.4,1014.9,0.0,0.0,0.0,0.014,26.1,59,17.5,26.7,10.59,1.1589,351,1,100.0
2024-07-04,2024-07-04 07:45:00,20.2,20.5,19.9,84,17.4,4.8,ENE,1.21,11.3,ENE,20.2,21.0,21.0,1015.0,0.0,0.0,0.0,0.019,26.4,59,17.7,27.0,10.57,1.1575,351,1,100.0
2024-07-04,2024-07-04 08:00:00,20.7,21.0,20.5,81,17.3,4.8,ENE,1.21,12.9,ENE,20.7,21.5,21.5,1015.0,0.0,0.0,0.0,0.025,26.6,58,17.6,27.1,10.36,1.1571,351,1,100.0
2024-07-04,2024-07-04 08:15:00,20.8,21.0,20.6,80,17.2,4.8,E,1.21,11.3,ESE,20.8,21.5,21.5,1015.0,0.0,0.0,0.0,0.025,26.7,58,17.7,27.3,10.35,1.1565,348,1,100.0
2024-07-04,2024-07-04 08:30:00,20.8,21.5,20.6,77,16.7,4.8,ENE,1.21,11.3,ENE,20.8,21.4,21.4,1015.0,0.0,0.0,0.0,0.026,26.6,58,17.7,27.2,10.35,1.1568,349,1,100.0
2024-07-04,2024-07-04 08:45:00,21.5,21.7,21.4,73,16.5,6.4,ENE,1.61,16.1,ENE,21.5,21.8,21.8,1015.1,0.0,0.0,0.0,0.033,26.7,57,17.5,27.3,10.15,1.1566,351,1,100.0
2024-07-04,2024-07-04 09:00:00,21.8,22.0,21.6,72,16.5,4.8,ENE,1.21,12.9,E,21.8,22.1,22.1,1015.0,0.0,0.0,0.0,0.036,26.6,57,17.4,27.1,10.15,1.1572,349,1,100.0
2024-07-04,2024-07-04 09:15:00,22.3,22.7,22.0,68,16.1,3.2,NE,0.8,11.3,ENE,22.3,22.7,22.7,1014.9,0.0,0.0,0.0,0.042,26.5,56,17.0,26.9,10.06,1.158,352,1,100.0
2024-07-04,2024-07-04 09:30:00,22.8,22.9,22.6,66,16.1,6.4,SE,1.61,16.1,SSE,22.8,23.2,23.2,1015.0,0.0,0.0,0.0,0.046,26.5,54,16.4,26.8,9.76,1.1589,348,1,100.0
2024-07-04,2024-07-04 09:45:00,22.8,23.1,22.6,65,15.9,6.4,ENE,1.61,14.5,ENE,22.8,23.2,23.2,1015.1,0.0,0.0,0.0,0.047,26.4,54,16.4,26.8,9.76,1.1593,351,1,100.0
2024-07-04,2024-07-04 10:00:00,23.5,23.8,23.1,59,15.0,4.8,SSE,1.21,12.9,ENE,23.5,23.9,23.9,1015.1,0.0,0.0,0.0,0.054,26.5,53,16.1,26.8,9.65,1.1595,351,1,100.0
2024-07-04,2024-07-04 10:15:00,24.1,24.3,23.8,57,15.0,4.8,ENE,1.21,11.3,E,24.1,24.4,24.4,1015.2,0.0,0.0,0.0,0.06,26.6,52,15.9,26.8,9.45,1.1594,351,1,100.0
2024-07-04,2024-07-04 10:30:00,24.4,24.5,24.2,59,15.9,6.4,NE,1.61,14.5,E,24.4,24.7,24.7,1015.0,0.0,0.0,0.0,0.063,26.7,52,16.0,26.8,9.45,1.1589,352,1,100.0
2024-07-04,2024-07-04 10:45:00,24.3,24.6,24.1,58,15.5,4.8,ENE,1.21,16.1,ENE,24.3,24.6,24.6,1015.0,0.0,0.0,0.0,0.062,26.8,52,16.1,27.0,9.45,1.1583,350,1,100.0
2024-07-04,2024-07-04 11:00:00,24.5,24.7,24.3,59,16.0,6.4,NE,1.61,16.1,ENE,24.5,24.8,24.8,1015.0,0.0,0.0,0.0,0.064,26.9,52,16.2,27.1,9.44,1.1577,351,1,100.0
2024-07-04,2024-07-04 11:15:00,24.8,25.0,24.6,56,15.5,8.0,ESE,2.01,17.7,ENE,24.8,25.1,25.1,1014.9,0.0,0.0,0.0,0.068,27.0,51,16.0,27.2,9.34,1.1575,351,1,100.0
2024-07-04,2024-07-04 11:30:00,25.4,26.1,24.9,53,15.2,3.2,SSE,0.8,12.9,NE,25.4,25.6,25.6,1014.9,0.0,0.0,0.0,0.074,27.2,51,16.2,27.3,9.33,1.1566,352,1,100.0
2024-07-04,2024-07-04 11:45:00,25.7,26.1,25.3,59,17.1,4.8,ENE,1.21,20.9,ESE,25.7,26.2,26.2,1014.9,0.0,0.0,0.0,0.076,27.3,52,16.6,27.6,9.43,1.1556,351,1,100.0
2024-07-04,2024-07-04 12:00:00,24.9,25.2,24.8,63,17.4,9.7,ESE,2.41,25.7,ESE,24.9,25.6,25.6,1014.7,0.0,0.0,0.0,0.069,27.3,53,16.9,27.7,9.63,1.1547,350,1,100.0
2024-07-04,2024-07-04 12:15:00,24.9,25.0,24.8,64,17.6,11.3,ESE,2.82,29.0,ESE,24.9,25.6,25.6,1014.7,0.0,0.0,0.0,0.068,27.4,54,17.3,28.0,9.75,1.1537,351,1,100.0
