date,timestamp,temperature,temperature_max,temperature_min,humidity,dew,windspeed,wind_direction,wind_rec,windspeed_max,windspeed_max_direction,temperature_feeling,heat_index,thw_index,pressure,rain,rain_intensity,heat_degrees,cold_degrees,temperature_interior,humidity_interior,dew_interior,heat_index_interior,air_density_interior,wind_direction_degrees,tx_wind,iss_reception,arc_interior
2023-03-13,2023-03-13 00:15:00,13.4,13.4,13.3,86,11.1,1.6,NO,0.4,4.8,NO,13.4,13.3,13.3,1023.5,0.0,0.0,0.052,0.0,22.2,54,12.5,21.9,9.91,1.1908,349,1,100.0
2023-03-13,2023-03-13 00:30:00,13.4,13.5,13.4,86,11.1,1.6,O,0.4,4.8,O,13.4,13.4,13.4,1023.4,0.0,0.0,0.051,0.0,22.1,54,12.4,21.7,9.91,1.1912,352,1,100.0
2023-03-13,2023-03-13 00:45:00,13.5,13.5,13.4,85,11.0,1.6,O,0.4,4.8,O,13.5,13.4,13.4,1023.4,0.0,0.0,0.05,0.0,22.0,55,12.5,21.6,10.12,1.1914,348,1,100.0
2023-03-13,2023-03-13 01:00:00,13.5,13.6,13.4,85,11.0,1.6,ONO,0.4,4.8,ONO,13.5,13.4,13.4,1023.4,0.0,0.0,0.05,0.0,21.9,55,12.4,21.4,10.12,1.192,351,1,100.0
2023-03-13,2023-03-13 01:15:00,13.7,13.7,13.6,86,11.4,1.6,ONO,0.4,6.4,ONO,13.7,13.6,13.6,1023.4,0.0,0.0,0.049,0.0,21.8,55,12.3,21.3,10.13,1.1926,351,1,100.0
2023-03-13,2023-03-13 01:30:00,13.8,13.9,13.7,85,11.4,1.6,ONO,0.4,3.2,ONO,13.8,13.8,13.8,1023.3,0.0,0.0,0.047,0.0,21.7,55,12.3,21.2,10.13,1.1927,352,1,100.0
2023-03-13,2023-03-13 01:45:00,14.1,14.2,13.9,83,11.2,1.6,ONO,0.4,4.8,ONO,14.1,13.9,13.9,1023.3,0.0,0.0,0.045,0.0,21.6,55,12.2,21.1,10.13,1.1933,351,1,100.0
2023-03-13,2023-03-13 02:00:00,14.2,14.3,14.2,81,11.0,1.6,ONO,0.4,4.8,ONO,14.2,14.1,14.1,1023.2,0.0,0.0,0.043,0.0,21.6,55,12.1,20.9,10.13,1.1934,351,1,100.0
2023-03-13,2023-03-13 02:15:00,14.1,14.2,14.0,83,11.2,1.6,ONO,0.4,4.8,ONO,14.1,13.9,13.9,1023.1,0.0,0.0,0.045,0.0,21.4,55,12.0,20.8,10.14,1.1939,351,1,100.0
2023-03-13,2023-03-13 02:30:00,14.1,14.1,14.1,82,11.1,1.6,ONO,0.4,4.8,ONO,14.1,14.0,14.0,1023.0,0.0,0.0,0.044,0.0,21.3,55,11.9,20.7,10.14,1.1943,352,1,100.0
2023-03-13,2023-03-13 02:45:00,14.1,14.1,14.1,82,11.0,1.6,ONO,0.4,3.2,ONO,14.1,13.9,13.9,1022.8,0.0,0.0,0.045,0.0,21.3,55,11.9,20.6,10.14,1.1943,349,1,100.0
2023-03-13,2023-03-13 03:00:00,14.0,14.1,13.9,82,11.0,1.6,ONO,0.4,4.8,ONO,14.0,13.9,13.9,1022.7,0.0,0.0,0.045,0.0,21.2,56,12.0,20.5,10.35,1.1945,351,1,100.0
2023-03-13,2023-03-13 03:15:00,13.8,13.9,13.6,83,10.9,3.2,OSO,0.8,4.8,OSO,13.8,13.7,13.7,1022.5,0.0,0.0,0.047,0.0,21.1,56,11.9,20.4,10.35,1.1948,351,1,100.0
2023-03-13,2023-03-13 03:30:00,13.4,13.6,13.2,84,10.7,3.2,ONO,0.8,6.4,NO,13.4,13.3,13.3,1022.3,0.0,0.0,0.052,0.0,21.0,56,11.9,20.4,10.35,1.1949,351,1,100.0
2023-03-13,2023-03-13 03:45:00,13.3,13.4,13.2,83,10.5,3.2,NO,0.8,6.4,ONO,13.3,13.2,13.2,1022.2,0.0,0.0,0.052,0.0,20.9,56,11.8,20.3,10.36,1.1953,352,1,100.0
2023-03-13,2023-03-13 04:00:00,13.3,13.3,13.3,83,10.5,3.2,O,0.8,4.8,ONO,13.3,13.2,13.2,1022.0,0.0,0.0,0.052,0.0,20.8,56,11.7,20.2,10.36,1.1954,351,1,100.0
