date,timestamp,temperature,temperature_max,temperature_min,humidity,dew,windspeed,wind_direction,wind_rec,windspeed_max,windspeed_max_direction,temperature_feeling,heat_index,thw_index,pressure,rain,rain_intensity,heat_degrees,cold_degrees,temperature_interior,humidity_interior,dew_interior,heat_index_interior,air_density_interior,wind_direction_degrees,tx_wind,iss_reception,arc_interior
2025-12-15,2025-12-15 00:15:00,10.6,10.7,10.6,92,9.4,0.0,ENE,0.0,3.2,ESE,10.6,10.8,10.8,1020.3,0.2,3.2,0.08,0.0,22.7,53,12.6,22.5,9.74,1.185,349,1,100.0
2025-12-15,2025-12-15 00:30:00,10.6,10.7,10.6,93,9.5,0.0,NE,0.0,4.8,E,10.6,10.8,10.8,1020.2,2.0,22.8,0.08,0.0,22.3,53,12.2,21.9,9.77,1.1868,351,1,100.0
2025-12-15,2025-12-15 00:45:00,10.6,10.7,10.4,93,9.5,0.0,NO,0.0,4.8,NO,10.6,10.7,10.7,1020.1,1.6,15.0,0.081,0.0,21.9,54,12.2,21.5,9.92,1.1881,352,1,100.0
2025-12-15,2025-12-15 01:00:00,10.2,10.4,10.2,94,9.3,0.0,E,0.0,1.6,ESE,10.2,10.4,10.4,1020.1,0.4,2.2,0.084,0.0,21.7,54,12.0,21.2,9.93,1.1893,350,1,100.0
2025-12-15,2025-12-15 01:15:00,10.3,10.4,10.2,94,9.4,1.6,ENE,0.4,8.0,E,10.3,10.6,10.6,1020.0,0.0,0.0,0.083,0.0,21.4,55,12.0,20.8,10.14,1.1902,351,1,100.0
2025-12-15,2025-12-15 01:30:00,10.2,10.3,10.2,94,9.3,0.0,NO,0.0,4.8,NO,10.2,10.4,10.4,1019.9,0.2,0.0,0.084,0.0,21.2,55,11.8,20.4,10.15,1.1915,350,1,100.0
2025-12-15,2025-12-15 01:45:00,10.1,10.2,9.9,94,9.1,0.0,NO,0.0,6.4,NO,10.1,10.3,10.3,1019.9,0.4,1.8,0.086,0.0,20.9,55,11.6,20.3,10.16,1.1926,351,1,100.0
2025-12-15,2025-12-15 02:00:00,9.8,9.9,9.8,94,8.9,0.0,NO,0.0,4.8,NO,9.8,10.1,10.1,1019.8,0.2,1.8,0.089,0.0,20.7,56,11.6,20.2,10.36,1.1934,351,1,100.0
2025-12-15,2025-12-15 02:15:00,9.8,9.9,9.8,94,8.9,1.6,NO,0.4,8.0,NO,9.8,10.1,10.1,1019.6,0.2,1.2,0.089,0.0,20.5,56,11.4,20.0,10.37,1.1942,350,1,100.0
2025-12-15,2025-12-15 02:30:00,9.9,9.9,9.8,95,9.1,1.6,NO,0.4,8.0,NO,9.9,10.2,10.2,1019.5,0.0,0.0,0.088,0.0,20.3,56,11.2,19.8,10.38,1.1952,351,1,100.0
2025-12-15,2025-12-15 02:45:00,10.0,10.1,9.9,95,9.2,1.6,NO,0.4,4.8,NO,10.0,10.3,10.3,1019.4,0.2,0.0,0.087,0.0,20.1,57,11.3,19.8,10.59,1.1957,351,1,100.0
2025-12-15,2025-12-15 03:00:00,10.1,10.2,10.1,95,9.3,1.6,NO,0.4,8.0,NO,10.1,10.4,10.4,1019.2,0.0,0.0,0.086,0.0,19.9,57,11.2,19.6,10.59,1.1963,352,1,100.0
2025-12-15,2025-12-15 03:15:00,10.1,10.2,10.0,95,9.3,3.2,NO,0.8,8.0,NO,10.1,10.4,10.4,1018.9,0.6,11.4,0.086,0.0,19.8,57,11.0,19.4,10.6,1.1968,351,1,100.0
2025-12-15,2025-12-15 03:30:00,10.1,10.1,10.0,95,9.3,1.6,ONO,0.4,6.4,NO,10.1,10.3,10.3,1018.9,2.0,27.8,0.086,0.0,19.6,58,11.1,19.2,10.75,1.1976,351,1,100.0
2025-12-15,2025-12-15 03:45:00,10.2,10.2,10.0,95,9.4,1.6,ENE,0.4,14.5,ENE,10.2,10.4,10.4,1018.8,0.4,4.8,0.085,0.0,19.4,58,11.0,19.1,10.75,1.198,351,1,100.0
2025-12-15,2025-12-15 04:00:00,10.2,10.3,10.2,95,9.5,1.6,ONO,0.4,6.4,NO,10.2,10.5,10.5,1018.5,0.4,1.6,0.084,0.0,19.3,58,10.8,18.9,10.75,1.1985,351,1,100.0
2025-12-15,2025-12-15 04:15:00,10.2,10.2,10.2,96,9.6,1.6,NO,0.4,6.4,NO,10.2,10.4,10.4,1018.2,0.4,3.2,0.085,0.0,19.2,58,10.7,18.7,10.75,1.1987,352,1,100.0
