date,timestamp,temperature,temperature_max,temperature_min,humidity,dew,windspeed,wind_direction,wind_rec,windspeed_max,windspeed_max_direction,temperature_feeling,heat_index,thw_index,pressure,rain,rain_intensity,heat_degrees,cold_degrees,temperature_interior,humidity_interior,dew_interior,heat_index_interior,air_density_interior,wind_direction_degrees,tx_wind,iss_reception,arc_interior
2022-09-10,2022-09-10 00:15:00,20.4,20.6,20.4,81,17.1,3.2,E,0.8,9.7,E,20.4,21.3,21.3,1018.4,0.0,0.0,0.0,0.022,26.5,59,17.8,27.1,10.56,1.1609,350,1,100.0
2022-09-10,2022-09-10 00:30:00,20.3,20.4,20.3,81,17.0,4.8,E,1.21,9.7,E,20.3,21.2,21.2,1018.5,0.0,0.0,0.0,0.021,26.6,59,17.9,27.2,10.56,1.1607,350,1,100.0
2022-09-10,2022-09-10 00:45:00,20.2,20.3,20.2,82,17.0,3.2,E,0.8,8.0,E,20.2,21.1,21.1,1018.6,0.0,0.0,0.0,0.02,26.6,59,17.9,27.3,10.55,1.1605,350,1,100.0
2022-09-10,2022-09-10 01:00:00,20.3,20.3,20.2,82,17.1,3.2,E,0.8,9.7,E,20.3,21.1,21.1,1018.5,0.0,0.0,0.0,0.02,26.7,59,18.0,27.3,10.55,1.1601,350,1,100.0
2022-09-10,2022-09-10 01:15:00,20.2,20.3,20.2,82,17.0,3.2,E,0.8,8.0,E,20.2,21.1,21.1,1018.6,0.0,0.0,0.0,0.02,26.7,59,18.0,27.3,10.55,1.1602,350,1,100.0
2022-09-10,2022-09-10 01:30:00,20.2,20.3,20.2,81,16.9,3.2,ENE,0.8,8.0,ENE,20.2,21.0,21.0,1018.7,0.0,0.0,0.0,0.02,26.7,59,18.0,27.4,10.55,1.16,351,1,100.0
2022-09-10,2022-09-10 01:45:00,20.1,20.2,20.1,80,16.6,3.2,ENE,0.8,6.4,ENE,20.1,20.8,20.8,1018.8,0.0,0.0,0.0,0.019,26.7,59,18.0,27.4,10.55,1.1601,351,1,100.0
2022-09-10,2022-09-10 02:00:00,20.1,20.2,20.0,82,16.9,1.6,NE,0.4,4.8,ONO,20.1,20.9,20.9,1018.8,0.0,0.0,0.0,0.019,26.7,59,18.0,27.3,10.55,1.1604,351,1,100.0
2022-09-10,2022-09-10 02:15:00,19.8,20.0,19.7,83,16.9,0.0,ONO,0.0,3.2,ONO,19.8,20.6,20.6,1018.7,0.0,0.0,0.0,0.016,26.6,59,17.9,27.3,10.55,1.1606,351,1,100.0
2022-09-10,2022-09-10 02:30:00,19.7,19.7,19.6,81,16.3,1.6,ONO,0.4,4.8,ONO,19.7,20.3,20.3,1018.7,0.0,0.0,0.0,0.014,26.5,59,17.8,27.1,10.56,1.1612,352,1,100.0
2022-09-10,2022-09-10 02:45:00,19.7,19.7,19.7,80,16.1,1.6,ONO,0.4,3.2,ONO,19.7,20.3,20.3,1018.6,0.0,0.0,0.0,0.014,26.4,59,17.8,27.1,10.57,1.1614,351,1,100.0
2022-09-10,2022-09-10 03:00:00,19.7,19.7,19.7,80,16.1,0.0,ONO,0.0,3.2,ONO,19.7,20.3,20.3,1018.5,0.0,0.0,0.0,0.014,26.4,60,18.0,27.1,10.77,1.1612,351,1,100.0
2022-09-10,2022-09-10 03:15:00,19.6,19.7,19.6,80,16.1,0.0,ONO,0.0,3.2,ONO,19.6,20.3,20.3,1018.4,0.0,0.0,0.0,0.013,26.4,60,18.0,27.1,10.77,1.1611,351,1,100.0
2022-09-10,2022-09-10 03:30:00,19.6,19.6,19.5,80,16.0,0.0,ONO,0.0,3.2,ONO,19.6,20.2,20.2,1018.4,0.0,0.0,0.0,0.013,26.3,60,17.9,27.0,10.77,1.1613,352,1,100.0
2022-09-10,2022-09-10 03:45:00,19.5,19.6,19.4,78,15.6,0.0,ONO,0.0,1.6,ONO,19.5,20.1,20.1,1018.5,0.0,0.0,0.0,0.012,26.3,60,17.9,26.9,10.78,1.1617,349,1,100.0
2022-09-10,2022-09-10 04:00:00,19.6,19.7,19.5,77,15.5,0.0,ONO,0.0,1.6,ONO,19.6,20.1,20.1,1018.5,0.0,0.0,0.0,0.013,26.2,60,17.8,26.8,10.78,1.1621,351,1,100.0
2022-09-10,2022-09-10 04:15:00,19.8,19.8,19.7,76,15.4,1.6,ONO,0.4,1.6,ONO,19.8,20.3,20.3,1018.4,0.0,0.0,0.0,0.015,26.2,60,17.8,26.8,10.78,1.1619,350,1,100.0
2022-09-10,2022-09-10 04:30:00,19.6,19.7,19.6,77,15.5,1.6,ONO,0.4,3.2,ONO,19.6,20.1,20.1,1018.3,0.0,0.0,0.0,0.013,26.2,60,17.8,26.8,10.79,1.1621,352,1,100.0
2022-09-10,2022-09-10 04:45:00,19.5,19.6,19.4,78,15.6,1.6,ONO,0.4,4.8,ONO,19.5,20.1,20.1,1018.2,0.0,0.0,0.0,0.012,26.1,60,17.7,26.7,10.79,1.1623,351,1,100.0
2022-09-10,2022-09-10 05:00:00,19.4,19.5,19.4,79,15.7,1.6,ONO,0.4,4.8,ONO,19.4,20.0,20.0,1018.2,0.0,0.0,0.0,0.012,26.1,60,17.7,26.7,10.79,1.1625,351,1,100.0
2022-09-10,2022-09-10 05:15:00,19.4,19.5,19.3,80,15.8,1.6,ONO,0.4,4.8,ONO,19.4,20.0,20.0,1018.0,0.0,0.0,0.0,0.011,26.0,60,17.6,26.6,10.8,1.1627,351,1,100.0
