date,timestamp,temperature,temperature_max,temperature_min,humidity,dew,windspeed,wind_direction,wind_rec,windspeed_max,windspeed_max_direction,temperature_feeling,heat_index,thw_index,pressure,rain,rain_intensity,heat_degrees,cold_degrees,temperature_interior,humidity_interior,dew_interior,heat_index_interior,air_density_interior,wind_direction_degrees,tx_wind,iss_reception,arc_interior
2025-07-12,2025-07-12 00:15:00,24.0,24.0,23.9,85,21.3,0.0,ESE,0.0,3.2,ESE,24.0,25.7,25.7,1011.2,0.0,0.0,0.0,0.059,27.9,66,21.0,30.0,11.9,1.1418,349,1,100.0
2025-07-12,2025-07-12 00:30:00,24.0,24.0,23.9,86,21.5,0.0,ESE,0.0,1.6,ESE,24.0,25.7,25.7,1011.1,0.0,0.0,0.0,0.059,27.9,66,21.0,30.0,11.9,1.1417,351,1,100.0
2025-07-12,2025-07-12 00:45:00,23.9,23.9,23.8,86,21.4,0.0,ESE,0.0,1.6,ESE,23.9,25.6,25.6,1010.9,0.0,0.0,0.0,0.058,27.9,66,21.0,30.0,11.9,1.1415,351,1,100.0
2025-07-12,2025-07-12 01:00:00,23.8,23.8,23.7,86,21.3,0.0,ESE,0.0,3.2,ESE,23.8,25.4,25.4,1010.9,0.0,0.0,0.0,0.057,27.9,66,21.0,30.0,11.9,1.1415,352,1,100.0
2025-07-12,2025-07-12 01:15:00,23.7,23.8,23.7,87,21.4,0.0,ESE,0.0,1.6,ESE,23.7,25.3,25.3,1010.9,0.0,0.0,0.0,0.056,27.9,66,21.0,30.0,11.9,1.1415,351,1,100.0
2025-07-12,2025-07-12 01:30:00,23.6,23.7,23.6,88,21.5,0.0,ESE,0.0,3.2,ESE,23.6,25.2,25.2,1010.8,0.0,0.0,0.0,0.055,27.9,66,21.0,30.0,11.9,1.1414,351,1,100.0
2025-07-12,2025-07-12 01:45:00,23.4,23.6,23.4,88,21.3,0.0,,0.0,0.0,,23.4,24.8,24.8,1010.7,0.0,0.0,0.0,0.053,27.9,66,21.0,30.0,11.9,1.1413,351,1,100.0
2025-07-12,2025-07-12 02:00:00,23.3,23.4,23.2,88,21.2,0.0,,0.0,0.0,,23.3,24.6,24.6,1010.8,0.0,0.0,0.0,0.052,27.9,66,21.0,30.0,11.9,1.1414,351,1,100.0
2025-07-12,2025-07-12 02:15:00,23.2,23.2,23.1,89,21.3,1.6,ESE,0.4,3.2,ESE,23.2,24.5,24.5,1010.6,0.0,0.0,0.0,0.05,27.9,66,21.0,30.0,11.9,1.1412,350,1,100.0
2025-07-12,2025-07-12 02:30:00,23.2,23.2,23.1,90,21.4,0.0,ESE,0.0,3.2,ESE,23.2,24.5,24.5,1010.5,0.0,0.0,0.0,0.05,27.9,66,20.9,29.9,11.91,1.1413,351,1,100.0
